ID No,Written By,Written To,Date,Written From,LB Ref No,Info
1,"White, W.C.","Manager, Review & Herald",4/01/1907,"Mountain View, CA",,
2,"White, J. Edson","Landis, H.B",5/01/1907,"Burlington, IA",,
3,"White, J. Edson","White, W.C.",5/01/1907,"Burlington, IA",,
4,"White, J. Edson","White, W.C.",22/01/1907,"Edgefield, TN",,
5,"White, J. Edson","White, W.C.",8/01/1907,"Des Moines, IA",,
6,"White, J. Edson",Dear Mother,14/01/1907,"Battle Creek, MI",,
7,"White, J. Edson","Landis, H.B [copy WCW]",22/01/1907,"Edgefield, TN",,
8,"White, J. Edson","White, W.C. [telegram]",23/01/1907,"Nashville, TN",,
9,"White, J. Edson","White, W.C.",23/01/1907,"Edgefield, TN",,
10,,Sanitarium Ledger statement,24/01/1907,"Battle Creek, MI",,
11,"White, J. Edson","White, Mrs E.G.",25/01/1907,"Edgefield, TN",,
12,"White, J. Edson","White, W.C.",25/01/1907,"Edgefield, TN",,
13,"White, J. Edson","White, W.C.",31/01/1907,"Edgefield, TN",,
14,"White, J. Edson","White, Mrs E.G.",31/01/1907,"Edgefield, TN",,
15,"White, J. Edson","White, Mrs E.G.",7/02/1907,"Edgefield, TN",,
16,"White, J. Edson","White, W.C.",7/02/1907,"Edgefield, TN",,
17,"White, J. Edson","White, W.C.",8/02/1907,"Edgefield, TN",,
18,,Created in His Image [poem],,,,
19,"White, J. Edson","White, W.C.",10/02/1907,"Edgefield, TN",,
20,"White, J. Edson","White, W.C.",10/02/1907,"Edgefield, TN",,
21,"White, J. Edson","White, W.C.",13/02/1907,"Edgefield, TN",,
22,"White, J. Edson","White, Mrs E.G.",13/02/1907,"Edgefield, TN",,
23,"White, J. Edson","White, W.C.",14/02/1907,"Edgefield, TN",,
24,"White, J. Edson","Landis, H.B [copy WCW]",14/02/1907,"Edgefield, TN",,
25,"White, J. Edson","Kellogg, W.K.",14/02/1907,"Edgefield, TN",,
26,"White, J. Edson","Landis, H.B",15/02/1907,"Edgefield, TN",,
27,"White, J. Edson","White, W.C.",20/02/1907,"Edgefield, TN",,
28,"White, J. Edson","White, W.C.",20/02/1907,"Edgefield, TN",,
29,"White, J. Edson","White, W.C.",21/02/1907,"Edgefield, TN",,
30,"White, J. Edson","Landis, H.B",24/02/1907,"Edgefield, TN",,
31,"White, J. Edson","White, W.C.",26/02/1907,"Edgefield, TN",,
32,"White, J. Edson","Landis, H.B",28/02/1907,,,
33,"White, J. Edson","White, W.C.",28/02/1907,"Edgefield, TN",,
34,"White, J. Edson","White, W.C.",1/03/1907,"Edgefield, TN",,
35,"White, J. Edson","White, W.C.",2/03/1907,"Edgefield, TN",,
36,"White, J. Edson","White, W.C.",5/03/1907,"Edgefield, TN",,
37,"White, J. Edson","Landis, H.B",5/03/1907,"Edgefield, TN",,
38,"White, J. Edson","White, W.C.",6/03/1907,"Edgefield, TN",,
39,"White, J. Edson","White, W.C.",13/03/1907,"Edgefield, TN",,
40,"White, J. Edson","White, W.C.",14/03/1907,"Edgefield, TN",,
41,"White, J. Edson","White, W.C.",17/03/1907,"Edgefield, TN",,
42,"White, J. Edson","*White, Mrs E.G.",4/04/1907,"Mountain View, CA",,
43,"White, J. Edson","White, W.C.",5/04/1907,"Mountain View, CA",,
44,"White, J. Edson","Covell, W.H.",12/04/1907,"Portland, OR",,
45,"White, J. Edson","White, Mrs E.G.",23/04/1907,"Edgefield, TN",,
46,"White, J. Edson","White, Mrs E.G.",25/04/1907,"Edgefield, TN",,
47,"White, J. Edson","White, W.C.",26/04/1907,"Edgefield, TN",,
48,"White, J. Edson","Pflugradt, W.J.",26/04/1907,,,
49,"White, J. Edson","White, W.C.",27/04/1907,"Edgefield, TN",,
50,"White, J. Edson","White, W.C.",30/04/1907,"Edgefield, TN",,
51,"White, J. Edson",Dear Mother,30/04/1907,"Edgefield, TN",,
52,"White, J. Edson","White, W.C.",5/05/1907,"Edgefield, TN",,
53,"White, J. Edson","White, W.C.",7/05/1907,"St Louis, MO",,
54,"White, J. Edson","White, W.C.",12/05/1907,"Battle Creek, MI",,
55,"White, J. Edson",*Dear Mother,15/05/1907,"Edgefield, TN",,
56,"White, J. Edson",*Dear Mother,16/05/1907,"Edgefield, TN",,
57,"White, J. Edson","White, W.C.",16/05/1907,"Nashville, TN",,
58,"White, J. Edson","Landis, H.B",16/05/1907,"Edgefield, TN",,
59,"White, J. Edson","White, W.C.",19/05/1907,"Edgefield, TN",,
60,"White, J. Edson",Dear Mother,22/05/1907,"Edgefield, TN",,
61,"White, W.C.","White, J. Edson",28/05/1907,"Sanitarium, CA",,
62,"White, J. Edson","White, W.C.",2/06/1907,"Edgefield, TN",,
63,"White, J. Edson","White, W.C.",2/06/1907,"Edgefield, TN",,
64,"White, J. Edson","White, W.C.",5/06/1907,"Edgefield, TN",,
65,"White, J. Edson","White, W.C.",11/06/1907,"Edgefield, TN",,
66,"White, J. Edson","White, W.C.",12/06/1907,"Edgefield, TN",,
67,"White, J. Edson","White, W.C.",18/06/1907,"Edgefield, TN",,
68,"Mace, J.W.","White, J. Edson",26/06/1907,"Battle Creek, MI",,
69,"White, J. Edson","White, W.C.",28/06/1907,,,
70,"White, J. Edson",Dear Mother,29/06/1907,"Edgefield, TN",,
71,"White, J. Edson","White, Mrs E.G.",5/07/1907,"Edgefield, TN",,
72,"White, J. Edson","White, W.C.",10/07/1907,"Edgefield, TN",,
73,"White, J. Edson","White, W.C.",11/07/1907,"Edgefield, TN",,
74,"White, J. Edson","White, W.C.",12/07/1907,"Edgefield, TN",,
75,"White, J. Edson","White, W.C.",14/07/1907,"Edgefield, TN",,
76,"White, J. Edson","Managers, Publishing Houses",14/07/1907,"Edgefield, TN",,
77,"White, J. Edson","White, W.C.",16/07/1907,"Edgefield, TN",,
78,"White, J. Edson","White, W.C.",17/07/1907,"Edgefield, TN",,
79,"White, J. Edson","White, W.C.",17/07/1907,"Edgefield, TN",,
80,"White, J. Edson",Dear Mother,17/07/1907,"Edgefield, TN",,
81,"White, J. Edson","White, W.C.",18/07/1907,"Edgefield, TN",,
82,"White, J. Edson",Dear Mother,18/07/1907,"Edgefield, TN",,
83,"White, J. Edson","White, W.C.",19/07/1907,"Edgefield, TN",,
84,"White, J. Edson","*White, W.C.",22/07/1907,"Edgefield, TN",,
85,"White, J. Edson","White, W.C.",22/07/1907,"Edgefield, TN",,
86,"White, J. Edson","Daniells, A.G.",22/07/1907,,,
87,"White, J. Edson","Butler, Geo. I.",22/07/1907,"Edgefield, TN",,
88,"White, J. Edson","Ford, I.A.",22/07/1907,,,
89,"White, J. Edson","White, W.C.",22/07/1907,"Edgefield, TN",,
90,"White, J. Edson","White, Mrs E.G.",24/07/1907,"Edgefield, TN",,
91,"White, J. Edson","Daniells, A.G.",22/07/1907,"Edgefield, TN",,
92,"White, J. Edson","Butler, Geo. I.",22/07/1907,"Edgefield, TN",,
93,"White, J. Edson","White, W.C.",22/07/1907,"Edgefield, TN",,
94,"White, J. Edson","Ford, I.A.",22/07/1907,"Edgefield, TN",,
95,"White, J. Edson","White, Mrs E.G.",22/07/1907,"Edgefield, TN",,
96,"White, J. Edson","White, W.C.",2/08/1907,"Edgefield, TN",,
97,"White, J. Edson","Hall, H.H.",4/08/1907,"Boulder, CO",,
98,Pacific Press-Cochran,"White, J.E.",25/07/1907,"Kansas City, MO",,
99,"White, J. Edson",Dear Mother,6/08/1907,"Boulder, CO",,
100,"White, J. Edson","White, W.C.",11/08/1907,"Edgefield, TN",,
101,"White, J. Edson","White, Mrs E.G.",12/08/1907,"Edgefield, TN",,
102,"White, J. Edson","White, W.C.",16/08/1907,"Edgefield, TN",,
103,"White, J. Edson","White, W.C.",17/08/1907,"Boulder, CO",,
104,"White, J. Edson","White, W.C.",17/08/1907,"Boulder, CO",,
105,"White, J. Edson","White, W.C.",17/08/1907,"Boulder, CO",,
106,"White, J. Edson","White, W.C.",25/08/1907,"Edgefield, TN",,
107,"White, J. Edson","Kauble, N.W.",27/08/1907,,,
108,"White, J. Edson",International Pub. Assn.,27/08/1907,"Edgefield, TN",,
109,"White, J. Edson","White, W.C.",27/08/1907,"Edgefield, TN",,
110,"White, J. Edson",Pacific Press Pub. Co.,28/08/1907,"Edgefield, TN",,
111,"White, J. Edson",Dear Mother,3/09/1907,"Edgefield, TN",,
112,"White, J. Edson","White, W.C.",4/09/1907,"Edgefield, TN",,
113,"White, J. Edson","White, W.C.",6/09/1907,"Edgefield, TN",,
114,"White, J. Edson",Dear Mother,12/09/1907,"Edgefield, TN",,
115,"White, J. Edson","White, W.C.",15/09/1907,"Edgefield, TN",,
116,"White, J. Edson",Dear Mother,15/09/1907,"Edgefield, TN",,
117,"White, J. Edson",Pacific Press Pub. Co.,17/09/1907,"Edgefield, TN",,
118,"White, J. Edson","White, W.C.",17/09/1907,"Edgefield, TN",,
119,"White, J. Edson","White, W.C.",20/09/1907,"Edgefield, TN",,
120,"White, J. Edson",Dear Mother,20/09/1907,"Edgefield, TN",,
121,"White, J. Edson",Dear Mother,2/10/1907,"Edgefield, TN",,
122,"White, J. Edson",Pacific Press Pub. Co.,8/10/1907,"Edgefield, TN",,
123,"White, J. Edson","White, W.C.",13/10/1907,"Edgefield, TN",,
124,"White, J. Edson","White, W.C.",13/10/1907,"Edgefield, TN",,
125,"White, J. Edson","Hall, Anna Agee",19/10/1907,,,
126,"White, J. Edson","*White, W.C.",27/10/1907,"Edgefield, TN",,
127,"White, J. Edson","White, W.C.",1/11/1907,"Edgefield, TN",,
128,"White, J. Edson","White, W.C.",2/11/1907,"Edgefield, TN",,
129,"White, J. Edson","White, W.C.",5/11/1907,"Edgefield, TN",,
130,"White, J. Edson","White, W.C.",10/11/1907,"Edgefield, TN",,
131,"White, J. Edson","Ford, I.A.",10/11/1907,,,
132,"White, J. Edson","White, W.C.",12/11/1907,"Edgefield, TN",,
133,"White, J. Edson","White, W.C.",14/11/1907,"Edgefield, TN",,
134,"White, J. Edson",Dear Mother,18/11/1907,"Edgefield, TN",,
135,"White, J. Edson","White, W.C.",18/11/1907,"Edgefield, TN",,
136,"White, J. Edson","Jones, C.H.",18/11/1907,"Edgefield, TN",,
137,"White, J. Edson","White, W.C.",28/11/1907,"Edgefield, TN",,
138,"White, J. Edson","White, W.C.",28/11/1907,"Edgefield, TN",,
139,"White, J. Edson","White, W.C.",13/12/1907,"Edgefield, TN",,
140,"White, J. Edson","White, W.C.",13/12/1907,"Edgefield, TN",,
141,"White, J. Edson","White, Mrs E.G.",24/12/1907,"Edgefield, TN",,
142,"White, J. Edson","White, W.C.",29/12/1907,"Walla Walla, WA",,
143,"White, J. Edson","Belden, F.E.",19/01/1908,"Edgefield, TN",,
144,"White, J. Edson","*White, Mrs E.G.",22/01/1908,"Nashville, TN",,
145,"White, J. Edson",*Dear Mother ,25/01/1908,"Edgefield, TN",,
146,"White, J. Edson","White, Mrs E.G.",27/01/1908,"Nashville, TN",,
147,"White, J. Edson","*White, Mrs E.G. ",27/01/1908,"Nashville, TN",,
148,"White, J. Edson",*Dear Mother ,28/01/1908,"Edgefield, TN",,
149,"White, J. Edson","White, W.C.",31/01/1908,"Edgefield, TN",,
150,"White, J. Edson","White, Mrs E.G.",6/02/1908,"Edgefield, TN",,
151,"White, J. Edson","*White, Mrs E.G.",6/02/1908,"Edgefield, TN",,
152,"White, J. Edson","White, W.C.",6/02/1908,"Edgefield, TN",,
153,"White, J. Edson","White, W.C.",6/02/1908,"Edgefield, TN",,
154,"White, J. Edson","*White, W.C.",6/02/1908,"Edgefield, TN",,
155,"White, J. Edson","White, W.C.",14/02/1908,"Edgefield, TN",,
156,"White, J. Edson","White, W.C.",17/02/1908,"Edgefield, TN",,
157,"White, J. Edson",*Dear Mother,24/02/1908,"Edgefield, TN",,
158,"White, J. Edson","White, W.C.",20/02/1908,"Edgefield, TN",,
159,"White, J. Edson",Brs Hansen & George,20/02/1908,"Edgefield, TN",,
160,"White, J. Edson",*Dear Mother & Brother,5/03/1908,"Loma Linda San, CA",,
161,"White, J. Edson","White, W.C.",16/03/1908,"Beyond Denver, CO",,
162,"White, J. Edson","White, W.C.",20/03/1908,"Chicago, IL",,
163,"White, J. Edson",Dear Brother,21/03/1908,"Chicago, IL",,
164,"White, J. Edson",*Dear Mother,26/03/1908,"Battle Creek, MI",,
165,"White, J. Edson","White, W.C.",26/03/1908,"Kalamazoo, MI",,
166,"White, J. Edson","White, W.C.",27/03/1908,"Kalamazoo, MI",,
167,"White, J. Edson","White, W.C.",27/03/1908,"Kalamazoo, MI",,
168,,"White, W.C.",31/03/1908,"Edgefield, TN",,
169,"White, J. Edson","White, W.C.",2/04/1908,"Edgefield, TN",,
170,"White, J. Edson","White, Mrs E.G.",3/04/1908,"Edgefield, TN",,
171,"White, J. Edson","Hansen, L.A.",1908/04/,"Edgefield, TN",,
172,"White, J. Edson","White, W.C.",5/04/1908,"Edgefield, TN",,
173,"White, J. Edson","White, W.C.",5/04/1908,"Edgefield, TN",,
174,"White, J. Edson","White, W.C.",6/04/1908,"Edgefield, TN",,
175,"White, J. Edson","*White, Mrs E.G.",7/04/1908,"Edgefield, TN",,
176,"White, J. Edson","White, Mrs E.G.",8/04/1908,"Edgefield, TN",,
177,"White, J. Edson","Hansen, L.A.",9/04/1908,"Edgefield, TN",,
178,"White, J. Edson","White, Mrs E.G.",9/04/1908,"Edgefield, TN",,
179,"White, J. Edson","*White, Mrs E.G.",9/04/1908,"Edgefield, TN",,
180,"White, J. Edson","White, W.C.",9/04/1908,"Edgefield, TN",,
181,"White, J. Edson","White, Mrs E.G.[copy WCW]1908/04/09","Edgefield, TN",,,
182,"White, J. Edson","Hansen, L.A. [copy WCW]",9/04/1908,"Edgefield, TN",,
183,"White, J. Edson","*White, Mrs E.G.",16/04/1908,"Edgefield, TN",,
184,"White, J. Edson","White, W.C.",21/04/1908,"Edgefield, TN",,
185,"White, J. Edson","White, Mrs E.G.",27/04/1908,"Edgefield, TN",,
186,"White, J. Edson","*White, Mrs E.G.",27/04/1908,"Edgefield, TN",,
187,"White, J. Edson","White, W.C.",27/04/1908,"Edgefield, TN",,
188,"White, J. Edson","White, W.C.",29/04/1908,"Edgefield, TN",,
189,"White, J. Edson","White, W.C.",30/04/1908,"Edgefield, TN",,
190,"White, J. Edson","White, W.C.",4/05/1908,"Nashville, TN",,
191,"White, J. Edson","White, W.C.",5/05/1908,"Edgefield, TN",,
192,"White, J. Edson",Dear Mother,5/05/1908,"Edgefield, TN",,
193,"White, J. Edson","White, W.C.",7/05/1908,"Nashville, TN",,
194,"White, J. Edson","White, W.C.",10/05/1908,"Nashville, TN",,
195,"White, J. Edson","White, W.C.",12/05/1908,"Nashville, TN",,
196,"White, J. Edson","White, W.C. [copy EGW]",12/05/1908,"Nashville, TN",,
197,"White, J. Edson","*White, Mrs E.G. & W.C.",17/05/1908,"Nashville, TN",,
198,"White, J. Edson","White, W.C.",18/05/1908,"Nashville, TN",,
199,"White, J. Edson","White, W.C.",23/05/1908,"Nashville, TN",,
200,"White, J. Edson","White, W.C.",24/04/1908,"Edgefield, TN",,
201,"White, J. Edson","White, W.C.",26/05/1908,"Nashville, TN",,
202,"White, J. Edson","White, W.C.",27/04/1908,"Nashville, TN",,
203,"White, J. Edson",Dear Friends [copy WCW],29/04/1908,"Nashville, TN",,
204,"White, J. Edson","Board, So Pub Assn",29/05/1908,"Nashville, TN",,
205,"White, J. Edson","White, W.C.",29/05/1908,"Nashville, TN",,
206,"White, W.C.","White, J.E.",7/06/1908,"Sanitarium, CA",,
207,"White, J. Edson","White, W.C.",9/06/1908,"Nashville, TN",,
208,"White, J. Edson","Valentiner, Pr Theo",9/06/1908,"Nashville, TN",,
209,"White, J. Edson","*Valentiner, Pr Theo",9/06/1908,"Nashville, TN",,
210,"White, J. Edson","Harper, Walter",9/06/1908,"Nashville, TN",,
211,"White, J. Edson","Godsmark, Dr O.C.",10/06/1908,"Nashville, TN",,
212,"White, J. Edson","White, W.C.",10/06/1908,"Nashville, TN",,
213,"White, J. Edson",*Dear Mother,14/06/1908,"Nashville, TN",,
214,"White, J. Edson",Dear Mother,23/06/1908,"Nashville, TN",,
215,"White, J. Edson","Valentiner, Pr Theo",23/06/1908,"Nashville, TN",,
216,"White, J. Edson","White, W.C.",3/07/1908,"Nashville, TN",,
217,"White, J. Edson","White, W.C.",3/07/1908,"Nashville, TN",,
218,"White, J. Edson","White, W.C.",16/07/1908,"Nashville, TN",,
219,"White, J. Edson","White, W.C.",24/07/1908,"Nashville, TN",,
220,"White, J. Edson","White, W.C.",27/07/1908,"Nashville, TN",,
221,"White, J. Edson","Valentiner, Pr Theo",27/07/1908,"Nashville, TN",,
222,"White, J. Edson","White, W.C.",3/08/1908,"Nashville, TN",,
223,"White, J. Edson","White, Mrs E.G.",3/08/1908,"Nashville, TN",,
224,"White, J. Edson","Evans, Eld. I.H.",9/08/1908,,,
225,"White, J. Edson","White, W.C.",13/08/1908,"Nashville, TN",,
226,"White, J. Edson","White, W.C.",14/08/1908,"Nashville, TN",,
227,"White, J. Edson",Pacific Press Pub Co,23/06/1908,,,
228,"Everett, A.E.","White, J. Edson",24/05/1908,"Bozeman, MT",,
229,"White, J. Edson","White, W.C.",19/08/1908,"Nashville, TN",,
230,"White, J. Edson","Bollman, Eld. C.P.",21/08/1908,"Nashville, TN",,
231,"White, J. Edson",Dear Mother,21/08/1908,"Nashville, TN",,
232,"White, J. Edson","White, W.C.",25/08/1908,"Nashville, TN",,
233,"White, J. Edson","*White, Mrs E.G.",26/08/1908,"Nashville, TN",,
234,"White, J. Edson","White, Mrs E.G.",1/09/1908,"Nashville, TN",,
235,"White, J. Edson","White, Mrs E.G.",2/09/1908,"Nashville, TN",,
236,"White, J. Edson","Jeys, Elder T.H.[copy EGW]",3/09/1908,"Nashville, TN",,
237,"White, J. Edson","White, W.C.",9/09/1908,"Nashville, TN",,
238,"White, J. Edson",Review & Herald Pub. Assn,9/09/1908,"Nashville, TN",,
239,"White, J. Edson","White, W.C.",17/09/1908,"Nashville, TN",,
240,"White, J. Edson","White, W.C.",18/09/1908,"Nashville, TN",,
241,"White, J. Edson","White, W.C.",22/09/1908,"Nashville, TN",,
242,"White, J. Edson","*White, Mrs E.G.",23/09/1908,"Nashville, TN",,
243,"White, J. Edson","*White, W.C.",23/09/1908,"Nashville, TN",,
244,"White, J. Edson","White, W.C.",27/09/1908,"Nashville, TN",,
245,"White, J. Edson","White, W.C.",30/09/1908,"Nashville, TN",,
246,"White, J. Edson","White, W.C.",9/10/1908,"Nashville, TN",,
247,"White, J. Edson",Pacific Press Pub Co,12/10/1908,"Nashville, TN",,
248,"White, J. Edson","White, W.C.",12/10/1908,"Nashville, TN",,
249,"White, W.C.","White, J. Edson",14/10/1908,"Sanitarium, CA",,
250,"White, J. Edson","White, W.C.",18/10/1908,"Nashville, TN",,
251,"White, J. Edson","White, W.C.",21/10/1908,"Nashville, TN",,
252,"White, J. Edson","White, W.C.",23/10/1908,"Nashville, TN",,
253,"White, J. Edson","White, W.C.",8/11/1908,"Nashville, TN",,
254,"White, J. Edson","White, W.C.",16/11/1908,"Nashville, TN",,
255,"White, J. Edson","White, W.C.",10/11/1908,"Nashville, TN",,
256,"White, J. Edson","Rogers, F.R.",22/11/1908,,,
257,"White, J. Edson","White, W.C.",23/11/1908,"Nashville, TN",,
258,"White, J. Edson","White, W.C.",24/11/1908,"Nashville, TN",,
259,"White, J. Edson","White, W.C.",29/11/1908,"Nashville, TN",,
260,"White, J. Edson","White, W.C.",6/12/1908,"Nashville, TN",,
261,"White, J. Edson","White, W.C.",8/12/1908,"Nashville, TN",,
262,"White, J. Edson","White, W.C.",15/12/1908,"Nashville, TN",,
263,"White, J. Edson","*White, Mrs E.G.",21/12/1908,"Nashville, TN",,
264,"White, J. Edson","White, W.C.",21/12/1908,"Nashville, TN",,
265,"White, J. Edson","Prescott, W.W.",30/12/1908,,,
266,"White, J. Edson","White, Mrs E.G.",1/1/1909,"Nashville, TN",,
267,"White, J. Edson","White, Mrs E.G.",4/1/1909,"Nashville, TN",,
268,"White, J. Edson","White, W.C.",17/01/1909,"Kansas City, MO",,
269,"White, J. Edson","White, W.C.",18/01/1909,"Kansas City, MO",,
270,"White, J. Edson","White, W.C.",14/01/1909,"Kansas City, MO",,
271,"White, J. Edson","White, W.C.",13/01/1909,"St. Louis, MO",,
272,"White, J. Edson","McVagh, Eld. C.F.",14/01/1909,"Kansas City, MO",,
273,"White, J. Edson","White, W.C.",24/01/1909,"Nashville, TN",,
274,"White, J. Edson","White, W.C.",25/01/1909,"Nashville, TN",,
275,"White, J. Edson","White, W.C.",1/2/1909,"Nashville, TN",,
276,"White, J. Edson",Review & Herald,1/2/1909,"Nashville, TN",,
277,"White, J. Edson","White, W.C.",3/2/1909,"Nashville, TN",,
278,"Valentiner, Theodore",Unsolicited Reference,26/01/1909,"Rockyford, CO",,
279,"White, J. Edson",Pacific Press Pub. Co.,4/2/1909,"Nashville, TN",,
280,"White, J. Edson","White, W.C.",5/2/1909,"Nashville, TN",,
281,"White, J. Edson","White, W.C.",5/2/1909,"Nashville, TN",,
282,"White, J. Edson","White, W.C.",9/2/1909,"Nashville, TN",,
283,"Salisbury, H.R.","White, W.C.",8/2/1909,"Washington, DC",,
284,"White, J. Edson","White, W.C.",11/2/1909,"Nashville, TN",,
285,"White, J. Edson","White, W.C.",18/02/1909,"Nashville, TN",,
286,"White, J. Edson","White, W.C.",19/02/1909,"Nashville, TN",,
287,"White, J. Edson",Pacific Press Pub. Co.,19/02/1909,"Nashville, TN",,
288,"White, J. Edson","White, W.C.",25/02/1909,"Nashville, TN",,
289,"White, J. Edson","White, W.C.",1/3/1909,"Nashville, TN",,
290,"White, J. Edson","White, W.C.",5/3/1909,"Nashville, TN",,
291,"White, J. Edson","White, W.C.",7/3/1909,"Nashville, TN",,
292,"White, J. Edson","White, W.C.",10/3/1909,"Nashville, TN",,
293,"White, J. Edson","White, W.C.",11/3/1909,"Nashville, TN",,
294,"White, J. Edson","White, W.C.",15/03/1909,"Nashville, TN",,
295,"White, J. Edson","White, W.C.",17/03/1909,"Nashville, TN",,
296,"White, J. Edson","White, W.C.",19/03/1909,"Nashville, TN",,
297,"White, J. Edson",Dear Friend,19/03/1909,"Nashville, TN",,
298,"Curtiss, S.N.","White, W.C.",14/03/1909,"Washington, DC",,
299,"Snow, C.M.",Southern Publ. Assn,14/03/1909,"Washington, DC",,
300,"White, J. Edson","White, W.C.",21/03/1909,"Nashville, TN",,
301,"White, J. Edson",Review & Herald,21/03/1909,"Nashville, TN",,
302,"Curtiss, S.N.","White, J.E.",15/03/1909,"Washington, DC",,
303,"White, J. Edson","White, W.C.",22/03/1909,"Nashville, TN",,
304,"White, J. Edson","White, W.C.",24/03/1909,"Nashville, TN",,
305,"White, J. Edson","White, Mrs E.G.",28/03/1909,"Nashville, TN",,
306,"White, J. Edson","White, Mrs E.G. (duplicate)",28/03/1909,"Nashville, TN",,
307,"White, J. Edson","White, W.C.",28/03/1909,"Nashville, TN",,
308,"White, J. Edson","White, W.C.",30/03/1909,"Nashville, TN",,
309,"White, J. Edson","White, W.C.",30/03/1909,"Nashville, TN",,
310,"White, J. Edson","Valentiner, Theodore Eld.",1/4/1909,"Sanitarium, CA",,
311,"White, J. Edson","White, W.C.",n.d.,"Nashville, TN",,
312,"White, J. Edson","White, W.C.",14/04/1909,"Nashville, TN",,
313,"White, J. Edson","White, W.C.",2/5/1909,"Nashville, TN",,
314,"White, J. Edson","White, Mrs E.G.",2/5/1909,"Nashville, TN",,
315,"White, J. Edson","White, W.C.",8/5/1909,"Nashville, TN",,
316,"White, J. Edson","White, Mrs E.G.",10/5/1909,"Nashville, TN",,
317,"White, J. Edson","White, W.C.",10/5/1909,"Nashville, TN",,
318,"White, J. Edson","White, W.C.",16/05/1909,"Nashville, TN",,
319,"White, J. Edson","White, Mrs E.G.",16/05/1909,"Nashville, TN",,
320,"White, J. Edson","White, W.C.",20/05/1909,"Edgefield, TN",,
321,"White, J. Edson","White, W.C.",26/05/1909,"Nashville, TN",,
322,"White, J. Edson","White, W.C.",15/06/1909,"Nashville, TN",,
323,"White, J. Edson","White, W.C.",16/06/1909,"Nashville, TN",,
324,"White, J. Edson","White, W.C.",27/06/1909,"Nashville, TN",,
325,"White, J. Edson",Review & Herald,30/06/1909,"Nashville, TN",,
326,"White, J. Edson","White, W.C.",30/06/1909,"Nashville, TN",,
327,"White, J. Edson","White, W.C.",2/7/1909,"Nashville, TN",,
328,"White, J. Edson","White, W.C.",16/07/1909,"Nashville, TN",,
329,"White, J. Edson","White, Mrs E.G.",31/07/1909,"Nashville, TN",,
330,"White, J. Edson","White, W.C.",18/08/1909,"Nashville, TN",,
331,"White, J. Edson","Hall, H.H.",19/08/1909,"Nashville, TN",,
332,"White, J. Edson","White, W.C.",19/08/1909,"Nashville, TN",,
333,"White, J. Edson","White, W.C.",22/08/1909,"Nashville, TN",,
334,"White, J. Edson","White, W.C.",22/08/1909,"Nashville, TN",,
335,"White, J. Edson","Directors, Southern Pub Assn",1/9/1909,"Nashville, TN",,
336,"White, J. Edson","White, W.C.",6/9/1909,"Nashville, TN",,
337,"White, J. Edson","White, W.C.",7/9/1909,"Nashville, TN",,
338,"White, J. Edson","White, W.C.",5/9/1909,"Nashville, TN",,
339,"White, J. Edson","Directors, Southern Pub Assn",1/9/1909,"Nashville, TN",,
340,"White, J. Edson","Cage, F.H. Pacific Press",5/9/1909,"Nashville, TN",,
341,"White, J. Edson",International Pub Assn,5/9/1909,"Nashville, TN",,
342,International Pub Ass,Invoice,30/06/1909,"College View, NE",,
343,International Pub Ass,"White, J.E.",30/07/1909,"College View, NE",,
344,"White, J. Edson","Belden, F.E.",8/9/1909,"Nashville, TN",,
345,"White, J. Edson","White, W.C.",19/09/1909,"Nashville, TN",,
346,"White, J. Edson","White, W.C.",22/09/1909,"Nashville, TN",,
347,"White, J. Edson","White, Mrs E.G.",24/09/1909,"Nashville, TN",,
348,"White, J. Edson","White, W.C.",28/10/1909,"Nashville, TN",,
349,"White, J. Edson","White, W.C.",14/11/1909,"Nashville, TN",,
350,"White, J. Edson","White, W.C.",21/11/1909,"Nashville, TN",,
351,"Palmer, E.R.",Publishers & Authors,22/11/1909,"Washington, DC",,
352,"White, J. Edson","White, Mrs E.G.",26/11/1909,"Nashville, TN",,
353,"White, J. Edson","White, W.C.",28/11/1909,"Nashville, TN",,
354,"White, J. Edson","White, W.C.",7/12/1909,"Nashville, TN",,
355,"White, J. Edson","White, W.C.",9/12/1909,"Nashville, TN",,
356,"White, J. Edson","White, W.C.",17/12/1909,"Nashville, TN",,
357,"White, J. Edson","White, W.C.",19/12/1909,"Nashville, TN",,
358,"White, J. Edson","White, W.C.",23/12/1909,"Nashville, TN",,
359,"White, J. Edson","White, W.C.",29/12/1909,"Nashville, TN",,
360,"White, J. Edson","White, W.C.",30/12/1909,"Nashville, TN",,
361,"White, J. Edson","White, W.C.",9/1/1910,"Nashville, TN",,
362,"White, J. Edson","White, Mrs E.G.",14/01/1910,"Nashville, TN",,
363,"White, J. Edson",Southern Publ Assn,16/01/1910,"Nashville, TN",,
364,"White, J. Edson","White, W.C.",18/01/1910,"Nashville, TN",,
365,"White, J. Edson","White, W.C.",27/01/1910,"Nashville, TN",,
366,"White, J. Edson","White, W.C.",27/01/1910,"Nashville, TN",,
367,"White, J. Edson","White, W.C.",30/01/1910,"Nashville, TN",,
368,"White, J. Edson","White, W.C.",7/2/1910,"Nashville, TN",,
369,"White, J. Edson","White, Mrs E.G.",12/2/1910,"Nashville, TN",,
370,"White, J. Edson","White, W.C.",16/02/1910,"Nashville, TN",,
371,"White, J. Edson",International Pub. Assn,27/02/1910,"Nashville, TN",,
